symbol,name,country
KBH,KB Home Common Stock,United States
KBR,KBR Inc. Common Stock,United States
KD,Kyndryl Holdings Inc. Common Stock,United States
KDLY,Kindly MD Inc. Common Stock,United States
KDLYW,Kindly MD Inc. Warrants,United States
KDP,Keurig Dr Pepper Inc. Common Stock,United States
KE,Kimball Electronics Inc. Common Stock,United States
KELYA,Kelly Services Inc. Class A Common Stock,United States
KELYB,Kelly Services Inc. Class B Common Stock,United States
KEQU,Kewaunee Scientific Corporation Common Stock,United States
KEX,Kirby Corporation Common Stock,United States
KEY,KeyCorp Common Stock,United States
KEYS,Keysight Technologies Inc. Common Stock,United States
KF,Korea Fund Inc. (The) New Common Stock,United States
KFFB,Kentucky First Federal Bancorp Common Stock,United States
KFIIU,K&F Growth Acquisition Corp. II Unit,United States
KFRC,Kforce Inc. Common Stock,United States
KFY,Korn Ferry Common Stock,United States
KGEI,Kolibri Global Energy Inc. Common stock,United States
KGS,Kodiak Gas Services Inc. Common Stock,United States
KHC,The Kraft Heinz Company Common Stock,United States
KIDS,OrthoPediatrics Corp. Common Stock,United States
KIM,Kimco Realty Corporation (HC) Common Stock,United States
KIND,Nextdoor Holdings Inc. Class A Common Stock,United States
KINS,Kingstone Companies Inc. Common Stock,United States
KIO,KKR Income Opportunities Fund Common Shares,United States
KIRK,Kirkland's Inc. COMMONSTOCK,United States
KITT,Nauticus Robotics Inc. Common stock,United States
KITTW,Nauticus Robotics Inc. Warrant,United States
KKR,KKR & Co. Inc. Common Stock,United States
KKRS,KKR Group Finance Co. IX LLC 4.625% Subordinated Notes due 2061,United States
KLAC,KLA Corporation Common Stock,United States
KLG,WK Kellogg Co Common Stock,United States
KLTO,Klotho Neurosciences Inc. Common Stock,United States
KLTOW,Klotho Neurosciences Inc. Warrant,United States
KLTR,Kaltura Inc. Common Stock,United States
KLXE,KLX Energy Services Holdings Inc. Common Stock,United States
KMB,Kimberly-Clark Corporation Common Stock,United States
KMI,Kinder Morgan Inc. Common Stock,United States
KMPB,Kemper Corporation 5.875% Fixed-Rate Reset Junior Subordinated Debentures due 2062,United States
KMPR,Kemper Corporation,United States
KMT,Kennametal Inc. Common Stock,United States
KMX,CarMax Inc,United States
KN,Knowles Corporation Common Stock,United States
KNF,Knife Riv Holding Co. Common Stock,United States
KNSA,Kiniksa Pharmaceuticals International plc Class A Ordinary Shares,United States
KNSL,Kinsale Capital Group Inc. Common Stock,United States
KNTK,Kinetik Holdings Inc. Class A Common Stock,United States
KNX,Knight-Swift Transportation Holdings Inc.,United States
KO,Coca-Cola Company (The) Common Stock,United States
KOD,Kodiak Sciences Inc Common Stock,United States
KODK,Eastman Kodak Company Common New,United States
KOP,Koppers Holdings Inc. Common Stock,United States
KOPN,Kopin Corporation Common Stock,United States
KORE,KORE Group Holdings Inc. Common Stock,United States
KOSS,Koss Corporation Common Stock,United States
KPLT,Katapult Holdings Inc. Common Stock,United States
KPLTW,Katapult Holdings Inc. Warrant,United States
KPRX,Kiora Pharmaceuticals Inc.  Common Stock,United States
KPTI,Karyopharm Therapeutics Inc. Common Stock,United States
KR,Kroger Company (The) Common Stock,United States
KRC,Kilroy Realty Corporation Common Stock,United States
KREF,KKR Real Estate Finance Trust Inc. Common Stock,United States
KRG,Kite Realty Group Trust Common Stock,United States
KRMD,KORU Medical Systems Inc. Common Stock (DE),United States
KRNY,Kearny Financial Corp Common Stock,United States
KRO,Kronos Worldwide Inc Common Stock,United States
KRON,Kronos Bio Inc. Common Stock,United States
KROS,Keros Therapeutics Inc. Common Stock,United States
KRP,Kimbell Royalty Partners Common Units Representing Limited Partner Interests,United States
KRRO,Korro Bio Inc. Common Stock,United States
KRT,Karat Packaging Inc. Common Stock,United States
KRUS,Kura Sushi USA Inc. Class A Common Stock,United States
KRYS,Krystal Biotech Inc. Common Stock,United States
KSCP,Knightscope Inc. Class A Common Stock,United States
KSS,Kohl's Corporation Common Stock,United States
KTB,Kontoor Brands Inc. Common Stock ,United States
KTCC,Key Tronic Corporation Common Stock,United States
KTF,DWS Municipal Income Trust,United States
KTN,Structured Products Corp 8.205% CorTS 8.205% Corporate Backed Trust Securities (CorTS),United States
KTOS,Kratos Defense & Security Solutions Inc. Common Stock,United States
KTTA,Pasithea Therapeutics Corp. Common Stock,United States
KTTAW,Pasithea Therapeutics Corp. Warrant,United States
KULR,KULR Technology Group Inc. Common Stock,United States
KURA,Kura Oncology Inc. Common Stock,United States
KVAC,Keen Vision Acquisition Corporation Ordinary Shares,United States
KVACU,Keen Vision Acquisition Corporation Units,United States
KVACW,Keen Vision Acquisition Corporation Warrant,United States
KVHI,KVH Industries Inc. Common Stock,United States
KVUE,Kenvue Inc. Common Stock,United States
KVYO,Klaviyo Inc. Series A Common Stock,United States
KW,Kennedy-Wilson Holdings Inc. Common Stock,United States
KWR,Quaker Houghton Common Stock,United States
KYMR,Kymera Therapeutics Inc. Common Stock,United States
KYN,Kayne Anderson Energy Infrastructure Fund Inc.,United States
KYTX,Kyverna Therapeutics Inc. Common Stock,United States
KZR,Kezar Life Sciences Inc. Common Stock,United States
L,Loews Corporation Common Stock,United States
LAB,Standard BioTools Inc. Common Stock,United States
LAD,Lithia Motors Inc. Common Stock,United States
LADR,Ladder Capital Corp Class A Common Stock,United States
LAKE,Lakeland Industries Inc. Common Stock,United States
LAMR,Lamar Advertising Company Class A Common Stock,United States
LANC,Lancaster Colony Corporation Common Stock,United States
LAND,Gladstone Land Corporation Common Stock,United States
LARK,Landmark Bancorp Inc. Common Stock,United States
LASE,Laser Photonics Corporation Common Stock,United States
LASR,nLIGHT Inc. Common Stock,United States
LAUR,Laureate Education Inc. Common Stock,United States
LAW,CS Disco Inc. Common Stock,United States
LAZR,Luminar Technologies Inc.  Class A Common Stock,United States
LBRDA,Liberty Broadband Corporation Class A Common Stock,United States
LBRDK,Liberty Broadband Corporation Class C Common Stock,United States
LBRT,Liberty Energy Inc. Class A common stock,United States
LC,LendingClub Corporation Common Stock,United States
LCID,Lucid Group Inc. Common Stock,United States
LCII,LCI Industries,United States
LCNB,LCNB Corporation Common Stock,United States
LCTX,Lineage Cell Therapeutics Inc. Common Stock,United States
LCUT,Lifetime Brands Inc. Common Stock,United States
LDI,loanDepot Inc. Class A Common Stock,United States
LDOS,Leidos Holdings Inc. Common Stock,United States
LDTC,LeddarTech Holdings Inc. Common Shares,United States
LDTCW,LeddarTech Holdings Inc. Warrants,United States
LDWY,Lendway Inc. Common Stock (DE),United States
LE,Lands' End Inc. Common Stock,United States
LEA,Lear Corporation Common Stock,United States
LECO,Lincoln Electric Holdings Inc. Common Shares,United States
LEE,Lee Enterprises Incorporated Common Stock,United States
LEG,Leggett & Platt Incorporated Common Stock,United States
LEGH,Legacy Housing Corporation Common Stock (TX),United States
LEGN,Legend Biotech Corporation American Depositary Shares,United States
LEN,Lennar Corporation Class A Common Stock,United States
LENZ,LENZ Therapeutics Inc. Common Stock,United States
LEO,BNY Mellon Strategic Municipals Inc. Common Stock,United States
LESL,Leslie's Inc. Common Stock,United States
LEU,Centrus Energy Corp. Class A Common Stock,United States
LEVI,Levi Strauss & Co Class A Common Stock,United States
LFCR,Lifecore Biomedical Inc. Common Stock,United States
LFMD,LifeMD Inc. Common Stock,United States
LFST,LifeStance Health Group Inc. Common Stock,United States
LFT,Lument Finance Trust Inc. Common Stock,United States
LFUS,Littelfuse Inc. Common Stock,United States
LFVN,Lifevantage Corporation Common Stock (Delaware),United States
LGI,Lazard Global Total Return and Income Fund Common Stock,United States
LGIH,LGI Homes Inc. Common Stock,United States
LGL,LGL Group Inc. (The) Common Stock,United States
LGMK,LogicMark Inc. Common Stock (NV),United States
LGND,Ligand Pharmaceuticals Incorporated Common Stock,United States
LGTY,Logility Supply Chain Solutions Inc. Common Stock,United States
LGVN,Longeveron Inc. Class A Common Stock,United States
LH,Labcorp Holdings Inc. Common Stock,United States
LHX,L3Harris Technologies Inc. Common Stock,United States
LIDR,AEye Inc. Class A Common Stock,United States
LIDRW,AEye Inc. Warrant,United States
LIEN,Chicago Atlantic BDC Inc. Common Stock,United States
LIF,Life360 Inc. Common Stock,United States
LII,Lennox International Inc. Common Stock,United States
LILA,Liberty Latin America Ltd. Class A Common Stock,United States
LILAK,Liberty Latin America Ltd. Class C Common Stock,United States
LIN,Linde plc Ordinary Shares,United States
LINC,Lincoln Educational Services Corporation Common Stock,United States
LIND,Lindblad Expeditions Holdings Inc. Common Stock,United States
LINE,Lineage Inc. Common Stock,United States
LINK,Interlink Electronics Inc. Common Stock,United States
LION,Lionsgate Studios Corp. Common Shares,United States
LIPO,Lipella Pharmaceuticals Inc. Common Stock,United States
LITE,Lumentum Holdings Inc. Common Stock,United States
LIVE,Live Ventures Incorporated Common Stock,United States
LIXT,Lixte Biotechnology Holdings Inc. Common Stock,United States
LIXTW,Lixte Biotechnology Holdings Inc. Warrants,United States
LKFN,Lakeland Financial Corporation Common Stock,United States
LKQ,LKQ Corporation Common Stock,United States
LLY,Eli Lilly and Company Common Stock,United States
LLYVA,Liberty Media Corporation Series A Liberty Live Common Stock,United States
LLYVK,Liberty Media Corporation Series C Liberty Live Common Stock,United States
LMAT,LeMaitre Vascular Inc. Common Stock,United States
LMB,Limbach Holdings Inc. Common Stock,United States
LMFA,LM Funding America Inc. Common Stock,United States
LMND,Lemonade Inc. Common Stock,United States
LMNR,Limoneira Co Common Stock,United States
LMT,Lockheed Martin Corporation Common Stock,United States
LNC,Lincoln National Corporation Common Stock,United States
LNG,Cheniere Energy Inc. Common Stock,United States
LNKB,LINKBANCORP Inc. Common Stock,United States
LNN,Lindsay Corporation Common Stock,United States
LNSR,LENSAR Inc. Common Stock,United States
LNT,Alliant Energy Corporation Common Stock,United States
LNTH,Lantheus Holdings Inc. Common Stock,United States
LNW,Light & Wonder Inc. Common Stock,United States
LNZA,LanzaTech Global Inc. Common Stock,United States
LNZAW,LanzaTech Global Inc. Warrant,United States
LOAN,Manhattan Bridge Capital Inc,United States
LOAR,Loar Holdings Inc. Common Stock,United States
LOB,Live Oak Bancshares Inc. Common Stock,United States
LOCO,El Pollo Loco Holdings Inc. Common Stock,United States
LODE,Comstock Inc. Common Stock,United States
LOGC,ContextLogic Inc. Class A Common Stock,United States
LOGI,Logitech International S.A. Ordinary Shares,United States
LOKVU,Live Oak Acquisition Corp. V Units,United States
LOPE,Grand Canyon Education Inc. Common Stock,United States
LOVE,The Lovesac Company Common Stock,United States
LOW,Lowe's Companies Inc. Common Stock,United States
LPAA,Launch One Acquisition Corp. Class A Ordinary shares,United States
LPAAU,Launch One Acquisition Corp. Unit,United States
LPAAW,Launch One Acquisition Corp. Warrant,United States
LPBB,Launch Two Acquisition Corp. Class A Ordinary Shares,United States
LPBBU,Launch Two Acquisition Corp. Unit,United States
LPBBW,Launch Two Acquisition Corp. Warrant,United States
LPCN,Lipocine Inc. Common Stock,United States
LPG,Dorian LPG Ltd. Common Stock,United States
LPLA,LPL Financial Holdings Inc. Common Stock,United States
LPRO,Open Lending Corporation Common Stock,United States
LPSN,LivePerson Inc. Common Stock,United States
LPTH,LightPath Technologies Inc. Class A Common Stock,United States
LPTX,Leap Therapeutics Inc. Common Stock,United States
LPX,Louisiana-Pacific Corporation Common Stock,United States
LQDA,Liquidia Corporation Common Stock,United States
LQDT,Liquidity Services Inc. Common Stock,United States
LRCX,Lam Research Corporation Common Stock,United States
LRFC,Logan Ridge Finance Corporation Common Stock,United States
LRHC,La Rosa Holdings Corp. Common Stock,United States
LRMR,Larimar Therapeutics Inc. Common Stock,United States
LRN,Stride Inc. Common Stock,United States
LSBK,Lake Shore Bancorp Inc. Common Stock,United States
LSCC,Lattice Semiconductor Corporation Common Stock,United States
LSEA,Landsea Homes Corporation Common Stock,United States
LSEAW,Landsea Homes Corporation Warrant,United States
LSH,Lakeside Holding Limited Common Stock,United States
LSTA,Lisata Therapeutics Inc. Common Stock,United States
LSTR,Landstar System Inc. Common Stock,United States
LTBR,Lightbridge Corporation Common Stock,United States
LTC,LTC Properties Inc. Common Stock,United States
LTH,Life Time Group Holdings Inc. Common Stock,United States
LTRN,Lantern Pharma Inc. Common Stock,United States
LTRX,Lantronix Inc. Common Stock,United States
LTRY,Lottery.com Inc. Common Stock,United States
LTRYW,Lottery.com Inc. Warrants,United States
LUCD,Lucid Diagnostics Inc. Common Stock,United States
LUCK,Lucky Strike Entertainment Corporation Class A Common Stock,United States
LUCY,Innovative Eyewear Inc. Common Stock,United States
LUCYW,Innovative Eyewear Inc. Series A Warrants 8/16/27,United States
LUMN,Lumen Technologies Inc. Common Stock,United States
LUNG,Pulmonx Corporation Common Stock,United States
LUNR,Intuitive Machines Inc. Class A Common Stock,United States
LUNRW,Intuitive Machines Inc. Warrants,United States
LUV,Southwest Airlines Company Common Stock,United States
LVLU,Lulu's Fashion Lounge Holdings Inc. Common Stock,United States
LVO,LiveOne Inc. Common Stock,United States
LVS,Las Vegas Sands Corp. Common Stock,United States
LVWR,LiveWire Group Inc. Common Stock,United States
LW,Lamb Weston Holdings Inc. Common Stock ,United States
LWAY,Lifeway Foods Inc. Common Stock,United States
LWLG,Lightwave Logic Inc. Common Stock,United States
LXEO,Lexeo Therapeutics Inc. Common Stock,United States
LXP,LXP Industrial Trust Common Stock (Maryland REIT),United States
LXRX,Lexicon Pharmaceuticals Inc. Common Stock,United States
LXU,LSB Industries Inc. Common Stock,United States
LYEL,Lyell Immunopharma Inc. Common Stock,United States
LYFT,Lyft Inc. Class A Common Stock,United States
LYRA,Lyra Therapeutics Inc. Common Stock,United States
LYTS,LSI Industries Inc. Common Stock,United States
LYV,Live Nation Entertainment Inc. Common Stock,United States
LZ,LegalZoom.com Inc. Common Stock,United States
LZB,La-Z-Boy Incorporated Common Stock,United States
M,Macy's Inc Common Stock,United States
MA,Mastercard Incorporated Common Stock,United States
MAA,Mid-America Apartment Communities Inc. Common Stock,United States
MAC,Macerich Company (The) Common Stock,United States
MACI,Melar Acquisition Corp. I Class A Ordinary Shares,United States
MACIW,Melar Acquisition Corp. I Warrant,United States
MAGN,Magnera Corporation Common Stock,United States
MAIN,Main Street Capital Corporation Common Stock,United States
MAMA,Mama's Creations Inc. Common Stock,United States
MAMO,Massimo Group Common Stock,United States
MAN,ManpowerGroup Common Stock,United States
MANH,Manhattan Associates Inc. Common Stock,United States
MAPS,WM Technology Inc. Class A Common Stock ,United States
MAPSW,WM Technology Inc. Warrants ,United States
MAR,Marriott International Class A Common Stock,United States
MARA,MARA Holdings Inc. Common Stock,United States
MARPS,Marine Petroleum Trust Units of Beneficial Interest,United States
MAS,Masco Corporation Common Stock,United States
MASI,Masimo Corporation Common Stock,United States
MASS,908 Devices Inc. Common Stock,United States
MAT,Mattel Inc. Common Stock,United States
MATV,Mativ Holdings Inc. Common Stock,United States
MATW,Matthews International Corporation Class A Common Stock,United States
MATX,Matson Inc. Common Stock,United States
MAV,Pioneer Municipal High Income Advantage Fund Inc.,United States
MAX,MediaAlpha Inc. Class A Common Stock,United States
MAYAU,Maywood Acquisition Corp. Unit,United States
MAYS,J. W. Mays Inc. Common Stock,United States
MAZE,Maze Therapeutics Inc. Common Stock,United States
MBAV,M3-Brigade Acquisition V Corp. Class A Ordinary shares,United States
MBAVU,M3-Brigade Acquisition V Corp. Units,United States
MBAVW,M3-Brigade Acquisition V Corp. Warrant,United States
MBC,MasterBrand Inc. Common Stock,United States
MBCN,Middlefield Banc Corp. Common Stock,United States
MBI,MBIA Inc. Common Stock,United States
MBIN,Merchants Bancorp Common Stock,United States
MBIO,Mustang Bio Inc. Common Stock,United States
MBRX,Moleculin Biotech Inc. Common Stock,United States
MBUU,Malibu Boats Inc. Class A Common Stock,United States
MBWM,Mercantile Bank Corporation Common Stock,United States
MBX,MBX Biosciences Inc. Common Stock,United States
MC,Moelis & Company Class A Common Stock,United States
MCB,Metropolitan Bank Holding Corp. Common Stock,United States
MCBS,MetroCity Bankshares Inc. Common Stock,United States
MCD,McDonald's Corporation Common Stock,United States
MCFT,MasterCraft Boat Holdings Inc. Common Stock,United States
MCHP,Microchip Technology Incorporated Common Stock,United States
MCHX,Marchex Inc. Class B Common Stock,United States
MCI,Barings Corporate Investors Common Stock,United States
MCK,McKesson Corporation Common Stock,United States
MCN,XAI Madison Equity Premium Income Fund Common Shares,United States
MCO,Moody's Corporation Common Stock,United States
MCR,MFS Charter Income Trust Common Stock,United States
MCRB,Seres Therapeutics Inc. Common Stock,United States
MCRI,Monarch Casino & Resort Inc. Common Stock,United States
MCS,Marcus Corporation (The) Common Stock,United States
MCVT,Mill City Ventures III Ltd. Common Stock,United States
MCW,Mister Car Wash Inc. Common Stock,United States
MCY,Mercury General Corporation Common Stock,United States
MD,Pediatrix Medical Group Inc. Common Stock,United States
MDAI,Spectral AI Inc. Class A Common Stock,United States
MDAIW,Spectral AI Inc. Warrants,United States
MDB,MongoDB Inc. Class A Common Stock,United States
MDBH,MDB Capital Holdings LLC Class A common,United States
MDGL,Madrigal Pharmaceuticals Inc. Common Stock,United States
MDIA,Mediaco Holding Inc. Class A Common Stock ,United States
MDLZ,Mondelez International Inc. Class A Common Stock,United States
MDRR,Medalist Diversified REIT Inc. Common Stock,United States
MDT,Medtronic plc. Ordinary Shares,United States
MDU,MDU Resources Group Inc. Common Stock (Holding Company),United States
MDXG,MiMedx Group Inc Common Stock,United States
ME,23andMe Holding Co. Class A Common Stock,United States
MEC,Mayville Engineering Company Inc. Common Stock,United States
MED,MEDIFAST INC Common Stock,United States
MEDP,Medpace Holdings Inc. Common Stock,United States
MEG,Montrose Environmental Group Inc. Common Stock,United States
MEGI,NYLI CBRE Global Infrastructure Megatrends Term Fund Common Shares,United States
MEI,Methode Electronics Inc. Common Stock,United States
MEIP,MEI Pharma Inc. Common Stock,United States
MESA,Mesa Air Group Inc. Common Stock,United States
MET,MetLife Inc. Common Stock,United States
META,Meta Platforms Inc. Class A Common Stock,United States
METC,Ramaco Resources Inc. Class A Common Stock,United States
METCB,Ramaco Resources Inc. Class B Common Stock,United States
METCL,Ramaco Resources Inc. 9.00% Senior Notes due 2026,United States
METCZ,Ramaco Resources Inc. 8.375% Senior Notes due 2029,United States
MFA,MFA Financial Inc.,United States
MFAN,MFA Financial Inc. 8.875% Senior Notes due 2029,United States
MFAO,MFA Financial Inc. 9.000% Senior Notes due 2029,United States
MFIC,MidCap Financial Investment Corporation Common Stock,United States
MFICL,MidCap Financial Investment Corporation 8.00% Notes due 2028,United States
MFIN,Medallion Financial Corp. Common Stock,United States
MFM,MFS Municipal Income Trust Common Stock,United States
MG,Mistras Group Inc Common Stock,United States
MGEE,MGE Energy Inc,United States
MGF,MFS Government Markets Income Trust Common Stock,United States
MGM,MGM Resorts International Common Stock,United States
MGNI,Magnite Inc. Common Stock,United States
MGNX,MacroGenics Inc. Common Stock,United States
MGPI,MGP Ingredients Inc.,United States
MGR,Affiliated Managers Group Inc. 5.875% Junior Subordinated Notes due 2059,United States
MGRB,Affiliated Managers Group Inc. 4.750% Junior Subordinated Notes due 2060,United States
MGRC,McGrath RentCorp Common Stock,United States
MGRD,Affiliated Managers Group Inc. 4.200% Junior Subordinated Notes due 2061,United States
MGRE,Affiliated Managers Group Inc. 6.750% Junior Subordinated Notes due 2064,United States
MGRM,Monogram Technologies Inc. Common Stock,United States
MGRX,Mangoceuticals Inc. Common Stock,United States
MGTX,MeiraGTx Holdings plc Ordinary Shares,United States
MGX,Metagenomi Inc. Common Stock,United States
MGY,Magnolia Oil & Gas Corporation Class A Common Stock,United States
MGYR,Magyar Bancorp Inc. Common Stock,United States
MHD,Blackrock MuniHoldings Fund Inc. Common Stock,United States
MHF,Western Asset Municipal High Income Fund Inc. Common Stock,United States
MHH,Mastech Digital Inc Common Stock,United States
MHI,Pioneer Municipal High Income Fund Inc.,United States
MHK,Mohawk Industries Inc. Common Stock,United States
MHN,Blackrock MuniHoldings New York Quality Fund Inc. Common Stock,United States
MHO,M/I Homes Inc. Common Stock,United States
MIDD,Middleby Corporation (The) Common Stock,United States
MIN,MFS Intermediate Income Trust Common Stock,United States
MIND,MIND Technology Inc. Common Stock (DE),United States
MIR,Mirion Technologies Inc. Class A Common Stock,United States
MIRA,MIRA Pharmaceuticals Inc. Common Stock,United States
MIRM,Mirum Pharmaceuticals Inc. Common Stock,United States
MITK,Mitek Systems Inc. Common Stock,United States
MITN,AG Mortgage Investment Trust Inc. 9.500% Senior Notes due 2029,United States
MITP,AG Mortgage Investment Trust Inc. 9.500% Senior Notes due 2029,United States
MITQ,Moving iMage Technologies Inc. Common Stock,United States
MITT,AG Mortgage Investment Trust Inc. Common Stock,United States
MIY,Blackrock MuniYield Michigan Quality Fund Inc. Common Stock,United States
MKC,McCormick & Company Incorporated Common Stock,United States
MKFG,Markforged Holding Corporation Common Stock,United States
MKL,Markel Group Inc. Common Stock,United States
MKSI,MKS Instruments Inc. Common Stock,United States
MKTW,MarketWise Inc. Class A Common Stock,United States
MKTX,MarketAxess Holdings Inc. Common Stock,United States
MKZR,MacKenzie Realty Capital Inc. Common Stock,United States
ML,MoneyLion Inc. Class A Common Stock,United States
MLAB,Mesa Laboratories Inc. Common Stock,United States
MLAC,Mountain Lake Acquisition Corp. Class A Ordinary Shares,United States
MLACR,Mountain Lake Acquisition Corp. Right,United States
MLACU,Mountain Lake Acquisition Corp. Units,United States
MLGO,MicroAlgo Inc. Ordinary Shares,United States
MLI,Mueller Industries Inc. Common Stock,United States
MLKN,MillerKnoll Inc. Common Stock,United States
MLM,Martin Marietta Materials Inc. Common Stock,United States
MLNK,MeridianLink Inc. Common Stock,United States
MLP,Maui Land & Pineapple Company Inc. Common Stock,United States
MLR,Miller Industries Inc. Common Stock,United States
MLSS,Milestone Scientific Inc. Common Stock,United States
MLTX,MoonLake Immunotherapeutics Class A Ordinary Shares,United States
MLYS,Mineralys Therapeutics Inc. Common Stock,United States
MMC,Marsh & McLennan Companies Inc. Common Stock,United States
MMD,NYLI MacKay DefinedTerm Muni Opportunities Fund Common Shares,United States
MMI,Marcus & Millichap Inc. Common Stock,United States
MMLP,Martin Midstream Partners L.P. Limited Partnership,United States
MMM,3M Company Common Stock,United States
MMS,Maximus Inc. Common Stock,United States
MMSI,Merit Medical Systems Inc. Common Stock,United States
MMT,MFS Multimarket Income Trust Common Stock,United States
MMU,Western Asset Managed Municipals Fund Inc. Common Stock,United States
MNKD,MannKind Corporation Common Stock,United States
MNMD,Mind Medicine (MindMed) Inc. Common Shares,United States
MNOV,Medicinova Inc Common Stock,United States
MNPR,Monopar Therapeutics Inc. Common Stock,United States
MNRO,Monro Inc. Common Stock,United States
MNSB,MainStreet Bancshares Inc. Common Stock,United States
MNSBP,MainStreet Bancshares Inc. Depositary Shares,United States
MNST,Monster Beverage Corporation,United States
MNTK,Montauk Renewables Inc. Common Stock,United States
MNTS,Momentus Inc. Class A Common Stock,United States
MNTSW,Momentus Inc. Warrant,United States
MO,Altria Group Inc.,United States
MOBX,Mobix Labs Inc. Class A Common Stock,United States
MOBXW,Mobix Labs Inc Warrants,United States
MOD,Modine Manufacturing Company Common Stock,United States
MODD,Modular Medical Inc. Common Stock,United States
MODG,Topgolf Callaway Brands Corp. Common Stock,United States
MODV,ModivCare Inc. Common Stock,United States
MOFG,MidWestOne Financial Gp Common Stock,United States
MOH,Molina Healthcare Inc Common Stock,United States
MORN,Morningstar Inc. Common Stock,United States
MOS,Mosaic Company (The) Common Stock,United States
MOV,Movado Group Inc. Common Stock,United States
MOVE,Movano Inc. Common Stock,United States
MP,MP Materials Corp. Common Stock,United States
MPA,Blackrock MuniYield Pennsylvania Quality Fund Common Stock,United States
MPAA,Motorcar Parts  of America Inc. Common Stock,United States
MPB,Mid Penn Bancorp Common Stock,United States
MPC,Marathon Petroleum Corporation Common Stock,United States
MPLX,MPLX LP Common Units Representing Limited Partner Interests,United States
MPU,Mega Matrix Inc. Class A Ordinary Shares,United States
MPV,Barings Participation Investors Common Stock,United States
MPW,Medical Properties Trust Inc. common stock,United States
MPWR,Monolithic Power Systems Inc. Common Stock,United States
MPX,Marine Products Corporation Common Stock,United States
MQ,Marqeta Inc. Class A Common Stock,United States
MQT,Blackrock MuniYield Quality Fund II Inc. Common Stock,United States
MQY,Blackrock MuniYield Quality Fund Inc. Common Stock,United States
MRAM,Everspin Technologies Inc. Common Stock,United States
MRBK,Meridian Corporation Common Stock,United States
MRC,MRC Global Inc. Common Stock,United States
MRCC,Monroe Capital Corporation Common Stock,United States
MRCY,Mercury Systems Inc Common Stock,United States
MRIN,Marin Software Incorporated Common Stock,United States
MRK,Merck & Company Inc. Common Stock (new),United States
MRKR,Marker Therapeutics Inc. Common Stock,United States
MRNA,Moderna Inc. Common Stock,United States
MRP,Millrose Properties Inc. Class A Common Stock,United States
MRSN,Mersana Therapeutics Inc. Common Stock,United States
MRTN,Marten Transport Ltd. Common Stock,United States
MRVI,Maravai LifeSciences Holdings Inc. Class A Common Stock,United States
MRVL,Marvell Technology Inc. Common Stock,United States
MS,Morgan Stanley Common Stock,United States
MSA,MSA Safety Incorporated Common Stock,United States
MSAI,MultiSensor AI Holdings Inc. Common Stock,United States
MSAIW,MultiSensor AI Holdings Inc. Warrant,United States
MSB,Mesabi Trust Common Stock,United States
MSBI,Midland States Bancorp Inc. Common Stock,United States
MSCI,MSCI Inc. Common Stock,United States
MSD,Morgan Stanley Emerging Markets Debt Fund Inc. Common Stock,United States
MSDL,Morgan Stanley Direct Lending Fund Common Stock,United States
MSEX,Middlesex Water Company Common Stock,United States
MSFT,Microsoft Corporation Common Stock,United States
MSGE,Madison Square Garden Entertainment Corp. Class A Common Stock,United States
MSGM,Motorsport Games Inc. Class A Common Stock,United States
MSGS,Madison Square Garden Sports Corp. Class A Common Stock (New),United States
MSI,Motorola Solutions Inc. Common Stock,United States
MSM,MSC Industrial Direct Company Inc. Common Stock,United States
MSN,Emerson Radio Corporation Common Stock,United States
MSPR,MSP Recovery Inc. Class A Common Stock,United States
MSPRW,MSP Recovery Inc. Warrant,United States
MSPRZ,MSP Recovery Inc. Warrant,United States
MSS,Maison Solutions Inc. Class A Common Stock,United States
MSSA,Metal Sky Star Acquisition Corporation Ordinary shares,United States
MSSAR,Metal Sky Star Acquisition Corporation Right,United States
MSSAW,Metal Sky Star Acquisition Corporation Warrant,United States
MSTR,MicroStrategy Incorporated Common Stock Class A,United States
MTAL,MAC Copper Limited Ordinary Shares,United States
MTB,M&T Bank Corporation Common Stock,United States
MTCH,Match Group Inc. Common Stock,United States
MTDR,Matador Resources Company Common Stock,United States
MTEX,Mannatech Incorporated Common Stock,United States
MTG,MGIC Investment Corporation Common Stock,United States
MTH,Meritage Homes Corporation Common Stock,United States
MTN,Vail Resorts Inc. Common Stock,United States
MTNB,Matinas Biopharma Holdings Inc. Common Stock,United States
MTR,Mesa Royalty Trust Common Stock,United States
MTRN,Materion Corporation,United States
MTRX,Matrix Service Company Common Stock,United States
MTSI,MACOM Technology Solutions Holdings Inc. Common Stock,United States
MTSR,Metsera Inc. Common Stock,United States
MTUS,Metallus Inc. Common Shares,United States
MTVA,MetaVia Inc. Common Stock,United States
MTW,Manitowoc Company Inc. (The) Common Stock,United States
MTX,Minerals Technologies Inc. Common Stock,United States
MTZ,MasTec Inc. Common Stock,United States
MU,Micron Technology Inc. Common Stock,United States
MUA,Blackrock MuniAssets Fund Inc Common Stock,United States
MUC,Blackrock MuniHoldings California Quality Fund Inc.  Common Stock,United States
MUE,Blackrock MuniHoldings Quality Fund II Inc. Common Stock,United States
MUJ,Blackrock MuniHoldings New Jersey Quality Fund Inc. Common Stock,United States
MULN,Mullen Automotive Inc. Common Stock,United States
MUR,Murphy Oil Corporation Common Stock,United States
MUSA,Murphy USA Inc. Common Stock,United States
MVBF,MVB Financial Corp. Common Stock,United States
